,0
4744,'11240';'Graz/Flughafen';'340';'2021-08-14';'10:00';'25.8';'°C';'2021-08-14 10:10:12'
4745,'11240';'Graz/Flughafen';'340';'2021-08-14';'11:00';'27.5';'°C';'2021-08-14 11:10:10'
4746,'11240';'Graz/Flughafen';'340';'2021-08-14';'12:00';'29.0';'°C';'2021-08-14 12:10:18'
4747,'11240';'Graz/Flughafen';'340';'2021-08-14';'13:00';'29.2';'°C';'2021-08-14 13:10:08'
4748,'11240';'Graz/Flughafen';'340';'2021-08-14';'14:00';'30.2';'°C';'2021-08-14 14:10:09'
4749,'11240';'Graz/Flughafen';'340';'2021-08-14';'15:00';'30.8';'°C';'2021-08-14 15:10:08'
4750,'11240';'Graz/Flughafen';'340';'2021-08-14';'16:00';'30.5';'°C';'2021-08-14 16:10:09'
4751,'11240';'Graz/Flughafen';'340';'2021-08-14';'17:00';'31.2';'°C';'2021-08-14 17:10:10'
4752,'11240';'Graz/Flughafen';'340';'2021-08-14';'18:00';'29.8';'°C';'2021-08-14 18:10:07'
4753,'11240';'Graz/Flughafen';'340';'2021-08-14';'19:00';'30.4';'°C';'2021-08-14 19:10:10'
4754,'11240';'Graz/Flughafen';'340';'2021-08-14';'20:00';'28.1';'°C';'2021-08-14 20:10:08'
4755,'11240';'Graz/Flughafen';'340';'2021-08-14';'21:00';'26.0';'°C';'2021-08-14 21:10:11'
4756,'11240';'Graz/Flughafen';'340';'2021-08-14';'22:00';'24.9';'°C';'2021-08-14 22:10:08'
4757,'11240';'Graz/Flughafen';'340';'2021-08-14';'23:00';'24.3';'°C';'2021-08-14 23:10:11'
4758,'11240';'Graz/Flughafen';'340';'2021-08-15';'00:00';'23.5';'°C';'2021-08-15 00:10:09'
4759,'11240';'Graz/Flughafen';'340';'2021-08-15';'01:00';'23.1';'°C';'2021-08-15 01:10:09'
4760,'11240';'Graz/Flughafen';'340';'2021-08-15';'02:00';'22.5';'°C';'2021-08-15 02:10:09'
4761,'11240';'Graz/Flughafen';'340';'2021-08-15';'03:00';'21.6';'°C';'2021-08-15 03:10:09'
4762,'11240';'Graz/Flughafen';'340';'2021-08-15';'04:00';'21.2';'°C';'2021-08-15 04:10:10'
4763,'11240';'Graz/Flughafen';'340';'2021-08-15';'05:00';'21.0';'°C';'2021-08-15 05:10:10'
4764,'11240';'Graz/Flughafen';'340';'2021-08-15';'06:00';'19.8';'°C';'2021-08-15 06:10:09'
4765,'11240';'Graz/Flughafen';'340';'2021-08-15';'07:00';'20.2';'°C';'2021-08-15 07:10:11'
4766,'11240';'Graz/Flughafen';'340';'2021-08-15';'08:00';'22.8';'°C';'2021-08-15 08:10:11'
4767,'11240';'Graz/Flughafen';'340';'2021-08-15';'09:00';'24.5';'°C';'2021-08-15 09:10:09'
4768,'11240';'Graz/Flughafen';'340';'2021-08-15';'10:00';'26.7';'°C';'2021-08-15 10:10:08'
4769,'11240';'Graz/Flughafen';'340';'2021-08-15';'11:00';'28.4';'°C';'2021-08-15 11:10:14'
4770,'11240';'Graz/Flughafen';'340';'2021-08-15';'12:00';'29.5';'°C';'2021-08-15 12:10:11'
4771,'11240';'Graz/Flughafen';'340';'2021-08-15';'13:00';'29.8';'°C';'2021-08-15 13:10:14'
4772,'11240';'Graz/Flughafen';'340';'2021-08-15';'14:00';'30.4';'°C';'2021-08-15 14:10:15'
4773,'11240';'Graz/Flughafen';'340';'2021-08-15';'15:00';'29.8';'°C';'2021-08-15 15:10:15'
4774,'11240';'Graz/Flughafen';'340';'2021-08-15';'16:00';'25.4';'°C';'2021-08-15 16:10:09'
4775,'11240';'Graz/Flughafen';'340';'2021-08-15';'17:00';'22.9';'°C';'2021-08-15 17:10:13'
4776,'11240';'Graz/Flughafen';'340';'2021-08-15';'18:00';'21.6';'°C';'2021-08-15 18:10:08'
4777,'11240';'Graz/Flughafen';'340';'2021-08-15';'19:00';'21.9';'°C';'2021-08-15 19:10:14'
4778,'11240';'Graz/Flughafen';'340';'2021-08-15';'20:00';'20.7';'°C';'2021-08-15 20:10:13'
4779,'11240';'Graz/Flughafen';'340';'2021-08-15';'21:00';'19.8';'°C';'2021-08-15 21:10:14'
4780,'11240';'Graz/Flughafen';'340';'2021-08-15';'22:00';'19.0';'°C';'2021-08-15 22:10:10'
4781,'11240';'Graz/Flughafen';'340';'2021-08-15';'23:00';'18.7';'°C';'2021-08-15 23:10:09'
4782,'11240';'Graz/Flughafen';'340';'2021-08-16';'00:00';'19.8';'°C';'2021-08-16 00:10:15'
4783,'11240';'Graz/Flughafen';'340';'2021-08-16';'01:00';'20.7';'°C';'2021-08-16 01:10:09'
4784,'11240';'Graz/Flughafen';'340';'2021-08-16';'02:00';'17.7';'°C';'2021-08-16 02:10:12'
4785,'11240';'Graz/Flughafen';'340';'2021-08-16';'03:00';'17.4';'°C';'2021-08-16 03:10:10'
4786,'11240';'Graz/Flughafen';'340';'2021-08-16';'04:00';'17.3';'°C';'2021-08-16 04:10:13'
4787,'11240';'Graz/Flughafen';'340';'2021-08-16';'05:00';'16.3';'°C';'2021-08-16 05:10:12'
4788,'11240';'Graz/Flughafen';'340';'2021-08-16';'06:00';'16.3';'°C';'2021-08-16 06:10:09'
4789,'11240';'Graz/Flughafen';'340';'2021-08-16';'07:00';'17.2';'°C';'2021-08-16 07:10:08'
4790,'11240';'Graz/Flughafen';'340';'2021-08-16';'08:00';'19.1';'°C';'2021-08-16 08:10:07'
4791,'11240';'Graz/Flughafen';'340';'2021-08-16';'09:00';'20.7';'°C';'2021-08-16 09:10:09'
4792,'11240';'Graz/Flughafen';'340';'2021-08-16';'10:00';'23.4';'°C';'2021-08-16 10:10:13'
4793,'11240';'Graz/Flughafen';'340';'2021-08-16';'11:00';'26.2';'°C';'2021-08-16 11:10:10'
4794,'11240';'Graz/Flughafen';'340';'2021-08-16';'12:00';'26.5';'°C';'2021-08-16 12:10:09'
4795,'11240';'Graz/Flughafen';'340';'2021-08-16';'13:00';'26.0';'°C';'2021-08-16 13:10:13'
4796,'11240';'Graz/Flughafen';'340';'2021-08-16';'14:00';'26.6';'°C';'2021-08-16 14:10:08'
4797,'11240';'Graz/Flughafen';'340';'2021-08-16';'15:00';'25.0';'°C';'2021-08-16 15:10:10'
4798,'11240';'Graz/Flughafen';'340';'2021-08-16';'16:00';'25.1';'°C';'2021-08-16 16:10:16'
4799,'11240';'Graz/Flughafen';'340';'2021-08-16';'17:00';'26.2';'°C';'2021-08-16 17:10:08'
4800,'11240';'Graz/Flughafen';'340';'2021-08-16';'18:00';'26.9';'°C';'2021-08-16 18:10:09'
4801,'11240';'Graz/Flughafen';'340';'2021-08-16';'19:00';'26.2';'°C';'2021-08-16 19:10:15'
4802,'11240';'Graz/Flughafen';'340';'2021-08-16';'20:00';'24.1';'°C';'2021-08-16 20:10:08'
4803,'11240';'Graz/Flughafen';'340';'2021-08-16';'21:00';'23.4';'°C';'2021-08-16 21:10:13'
4804,'11240';'Graz/Flughafen';'340';'2021-08-16';'22:00';'21.3';'°C';'2021-08-16 22:10:16'
4805,'11240';'Graz/Flughafen';'340';'2021-08-16';'23:00';'20.2';'°C';'2021-08-16 23:10:09'
4806,'11240';'Graz/Flughafen';'340';'2021-08-17';'00:00';'17.9';'°C';'2021-08-17 00:10:24'
4807,'11240';'Graz/Flughafen';'340';'2021-08-17';'01:00';'16.3';'°C';'2021-08-17 01:10:11'
4808,'11240';'Graz/Flughafen';'340';'2021-08-17';'02:00';'16.4';'°C';'2021-08-17 02:10:11'
4809,'11240';'Graz/Flughafen';'340';'2021-08-17';'03:00';'16.1';'°C';'2021-08-17 03:10:12'
4810,'11240';'Graz/Flughafen';'340';'2021-08-17';'04:00';'15.5';'°C';'2021-08-17 04:10:10'
4811,'11240';'Graz/Flughafen';'340';'2021-08-17';'05:00';'15.5';'°C';'2021-08-17 05:10:09'
4812,'11240';'Graz/Flughafen';'340';'2021-08-17';'06:00';'15.0';'°C';'2021-08-17 06:10:08'
4813,'11240';'Graz/Flughafen';'340';'2021-08-17';'07:00';'15.4';'°C';'2021-08-17 07:10:09'
4814,'11240';'Graz/Flughafen';'340';'2021-08-17';'08:00';'16.0';'°C';'2021-08-17 08:10:18'
4815,'11240';'Graz/Flughafen';'340';'2021-08-17';'09:00';'18.7';'°C';'2021-08-17 09:10:08'
4816,'11240';'Graz/Flughafen';'340';'2021-08-17';'10:00';'19.6';'°C';'2021-08-17 10:10:08'
4817,'11240';'Graz/Flughafen';'340';'2021-08-17';'11:00';'19.3';'°C';'2021-08-17 11:10:09'
4818,'11240';'Graz/Flughafen';'340';'2021-08-17';'12:00';'21.0';'°C';'2021-08-17 12:10:13'
4819,'11240';'Graz/Flughafen';'340';'2021-08-17';'13:00';'21.8';'°C';'2021-08-17 13:10:09'
4820,'11240';'Graz/Flughafen';'340';'2021-08-17';'14:00';'22.8';'°C';'2021-08-17 14:10:10'
4821,'11240';'Graz/Flughafen';'340';'2021-08-17';'15:00';'22.9';'°C';'2021-08-17 15:10:10'
4822,'11240';'Graz/Flughafen';'340';'2021-08-17';'16:00';'23.0';'°C';'2021-08-17 16:10:09'
4823,'11240';'Graz/Flughafen';'340';'2021-08-17';'17:00';'21.5';'°C';'2021-08-17 17:10:10'
4824,'11240';'Graz/Flughafen';'340';'2021-08-17';'18:00';'20.4';'°C';'2021-08-17 18:10:09'
4825,'11240';'Graz/Flughafen';'340';'2021-08-17';'19:00';'19.7';'°C';'2021-08-17 19:10:09'
4826,'11240';'Graz/Flughafen';'340';'2021-08-17';'20:00';'18.2';'°C';'2021-08-17 20:10:09'
4827,'11240';'Graz/Flughafen';'340';'2021-08-17';'21:00';'17.8';'°C';'2021-08-17 21:10:08'
4828,'11240';'Graz/Flughafen';'340';'2021-08-17';'22:00';'17.2';'°C';'2021-08-17 22:10:09'
4829,'11240';'Graz/Flughafen';'340';'2021-08-17';'23:00';'16.0';'°C';'2021-08-17 23:10:11'
4830,'11240';'Graz/Flughafen';'340';'2021-08-18';'00:00';'16.4';'°C';'2021-08-18 00:10:15'
4831,'11240';'Graz/Flughafen';'340';'2021-08-18';'01:00';'16.3';'°C';'2021-08-18 01:10:10'
4832,'11240';'Graz/Flughafen';'340';'2021-08-18';'02:00';'15.9';'°C';'2021-08-18 02:10:09'
4833,'11240';'Graz/Flughafen';'340';'2021-08-18';'03:00';'15.3';'°C';'2021-08-18 03:10:10'
4834,'11240';'Graz/Flughafen';'340';'2021-08-18';'04:00';'15.2';'°C';'2021-08-18 04:10:08'
4835,'11240';'Graz/Flughafen';'340';'2021-08-18';'05:00';'14.8';'°C';'2021-08-18 05:10:11'
4836,'11240';'Graz/Flughafen';'340';'2021-08-18';'06:00';'14.3';'°C';'2021-08-18 06:10:08'
4837,'11240';'Graz/Flughafen';'340';'2021-08-18';'07:00';'14.6';'°C';'2021-08-18 07:10:09'
4838,'11240';'Graz/Flughafen';'340';'2021-08-18';'08:00';'15.0';'°C';'2021-08-18 08:10:10'
4839,'11240';'Graz/Flughafen';'340';'2021-08-18';'09:00';'15.6';'°C';'2021-08-18 09:10:10'
4840,'11240';'Graz/Flughafen';'340';'2021-08-18';'10:00';'17.8';'°C';'2021-08-18 10:10:11'
4841,'11240';'Graz/Flughafen';'340';'2021-08-18';'11:00';'18.3';'°C';'2021-08-18 11:10:10'
4842,'11240';'Graz/Flughafen';'340';'2021-08-18';'12:00';'19.6';'°C';'2021-08-18 12:10:08'
4843,'11240';'Graz/Flughafen';'340';'2021-08-18';'13:00';'20.3';'°C';'2021-08-18 13:10:10'
4844,'11240';'Graz/Flughafen';'340';'2021-08-18';'14:00';'20.8';'°C';'2021-08-18 14:10:12'
4845,'11240';'Graz/Flughafen';'340';'2021-08-18';'15:00';'21.1';'°C';'2021-08-18 15:10:14'
4846,'11240';'Graz/Flughafen';'340';'2021-08-18';'16:00';'22.3';'°C';'2021-08-18 16:10:09'
4847,'11240';'Graz/Flughafen';'340';'2021-08-18';'17:00';'22.4';'°C';'2021-08-18 17:10:13'
4848,'11240';'Graz/Flughafen';'340';'2021-08-18';'18:00';'22.2';'°C';'2021-08-18 18:10:15'
4849,'11240';'Graz/Flughafen';'340';'2021-08-18';'19:00';'21.6';'°C';'2021-08-18 19:10:09'
4850,'11240';'Graz/Flughafen';'340';'2021-08-18';'20:00';'19.8';'°C';'2021-08-18 20:10:10'
4851,'11240';'Graz/Flughafen';'340';'2021-08-18';'21:00';'17.4';'°C';'2021-08-18 21:10:10'
4852,'11240';'Graz/Flughafen';'340';'2021-08-18';'22:00';'16.7';'°C';'2021-08-18 22:10:07'
4853,'11240';'Graz/Flughafen';'340';'2021-08-18';'23:00';'15.6';'°C';'2021-08-18 23:10:08'
4854,'11240';'Graz/Flughafen';'340';'2021-08-19';'00:00';'14.4';'°C';'2021-08-19 00:10:16'
4855,'11240';'Graz/Flughafen';'340';'2021-08-19';'01:00';'14.1';'°C';'2021-08-19 01:10:11'
4856,'11240';'Graz/Flughafen';'340';'2021-08-19';'02:00';'13.1';'°C';'2021-08-19 02:10:09'
4857,'11240';'Graz/Flughafen';'340';'2021-08-19';'03:00';'12.1';'°C';'2021-08-19 03:10:12'
4858,'11240';'Graz/Flughafen';'340';'2021-08-19';'04:00';'11.8';'°C';'2021-08-19 04:10:09'
4859,'11240';'Graz/Flughafen';'340';'2021-08-19';'05:00';'11.0';'°C';'2021-08-19 05:10:13'
4860,'11240';'Graz/Flughafen';'340';'2021-08-19';'06:00';'11.7';'°C';'2021-08-19 06:10:11'
4861,'11240';'Graz/Flughafen';'340';'2021-08-19';'07:00';'12.6';'°C';'2021-08-19 07:10:08'
4862,'11240';'Graz/Flughafen';'340';'2021-08-19';'08:00';'14.1';'°C';'2021-08-19 08:10:08'
4863,'11240';'Graz/Flughafen';'340';'2021-08-19';'09:00';'16.1';'°C';'2021-08-19 09:10:11'
4864,'11240';'Graz/Flughafen';'340';'2021-08-19';'10:00';'17.9';'°C';'2021-08-19 10:10:17'
4865,'11240';'Graz/Flughafen';'340';'2021-08-19';'11:00';'20.1';'°C';'2021-08-19 11:10:13'
4866,'11240';'Graz/Flughafen';'340';'2021-08-19';'12:00';'21.2';'°C';'2021-08-19 12:10:14'
4867,'11240';'Graz/Flughafen';'340';'2021-08-19';'13:00';'22.4';'°C';'2021-08-19 13:10:08'
4868,'11240';'Graz/Flughafen';'340';'2021-08-19';'14:00';'23.3';'°C';'2021-08-19 14:10:09'
4869,'11240';'Graz/Flughafen';'340';'2021-08-19';'15:00';'24.4';'°C';'2021-08-19 15:10:09'
4870,'11240';'Graz/Flughafen';'340';'2021-08-19';'16:00';'23.9';'°C';'2021-08-19 16:10:27'
4871,'11240';'Graz/Flughafen';'340';'2021-08-19';'17:00';'24.4';'°C';'2021-08-19 17:10:14'
4872,'11240';'Graz/Flughafen';'340';'2021-08-19';'18:00';'24.2';'°C';'2021-08-19 18:10:10'
4873,'11240';'Graz/Flughafen';'340';'2021-08-19';'19:00';'23.7';'°C';'2021-08-19 19:10:10'
4874,'11240';'Graz/Flughafen';'340';'2021-08-19';'20:00';'22.3';'°C';'2021-08-19 20:10:11'
4875,'11240';'Graz/Flughafen';'340';'2021-08-19';'21:00';'19.8';'°C';'2021-08-19 21:10:08'
4876,'11240';'Graz/Flughafen';'340';'2021-08-19';'22:00';'18.9';'°C';'2021-08-19 22:10:23'
4877,'11240';'Graz/Flughafen';'340';'2021-08-19';'23:00';'17.8';'°C';'2021-08-19 23:10:13'
4878,'11240';'Graz/Flughafen';'340';'2021-08-20';'00:00';'17.5';'°C';'2021-08-20 00:10:17'
4879,'11240';'Graz/Flughafen';'340';'2021-08-20';'01:00';'17.7';'°C';'2021-08-20 01:10:11'
4880,'11240';'Graz/Flughafen';'340';'2021-08-20';'02:00';'17.5';'°C';'2021-08-20 02:10:09'
4881,'11240';'Graz/Flughafen';'340';'2021-08-20';'03:00';'16.9';'°C';'2021-08-20 03:10:10'
4882,'11240';'Graz/Flughafen';'340';'2021-08-20';'04:00';'16.4';'°C';'2021-08-20 04:10:11'
4883,'11240';'Graz/Flughafen';'340';'2021-08-20';'05:00';'16.5';'°C';'2021-08-20 05:10:11'
4884,'11240';'Graz/Flughafen';'340';'2021-08-20';'06:00';'16.7';'°C';'2021-08-20 06:10:15'
4885,'11240';'Graz/Flughafen';'340';'2021-08-20';'07:00';'16.8';'°C';'2021-08-20 07:10:12'
4886,'11240';'Graz/Flughafen';'340';'2021-08-20';'08:00';'18.1';'°C';'2021-08-20 08:10:12'
4887,'11240';'Graz/Flughafen';'340';'2021-08-20';'09:00';'19.0';'°C';'2021-08-20 09:10:11'
4888,'11240';'Graz/Flughafen';'340';'2021-08-20';'10:00';'21.2';'°C';'2021-08-20 10:10:17'
4889,'11240';'Graz/Flughafen';'340';'2021-08-20';'11:00';'23.0';'°C';'2021-08-20 11:10:11'
4890,'11240';'Graz/Flughafen';'340';'2021-08-20';'12:00';'24.3';'°C';'2021-08-20 12:10:10'
4891,'11240';'Graz/Flughafen';'340';'2021-08-20';'13:00';'25.2';'°C';'2021-08-20 13:10:08'
4892,'11240';'Graz/Flughafen';'340';'2021-08-20';'14:00';'25.8';'°C';'2021-08-20 14:10:11'
4893,'11240';'Graz/Flughafen';'340';'2021-08-20';'15:00';'25.9';'°C';'2021-08-20 15:10:14'
4894,'11240';'Graz/Flughafen';'340';'2021-08-20';'16:00';'26.2';'°C';'2021-08-20 16:10:16'
4895,'11240';'Graz/Flughafen';'340';'2021-08-20';'17:00';'26.1';'°C';'2021-08-20 17:10:09'
4896,'11240';'Graz/Flughafen';'340';'2021-08-20';'18:00';'24.5';'°C';'2021-08-20 18:10:11'
4897,'11240';'Graz/Flughafen';'340';'2021-08-20';'19:00';'23.3';'°C';'2021-08-20 19:10:09'
4898,'11240';'Graz/Flughafen';'340';'2021-08-20';'20:00';'21.6';'°C';'2021-08-20 20:10:09'
4899,'11240';'Graz/Flughafen';'340';'2021-08-20';'21:00';'21.0';'°C';'2021-08-20 21:10:11'
4900,'11240';'Graz/Flughafen';'340';'2021-08-20';'22:00';'19.3';'°C';'2021-08-20 22:10:13'
4901,'11240';'Graz/Flughafen';'340';'2021-08-20';'23:00';'19.1';'°C';'2021-08-20 23:10:08'
4902,'11240';'Graz/Flughafen';'340';'2021-08-21';'00:00';'16.8';'°C';'2021-08-21 00:10:08'
4903,'11240';'Graz/Flughafen';'340';'2021-08-21';'01:00';'15.6';'°C';'2021-08-21 01:10:11'
4904,'11240';'Graz/Flughafen';'340';'2021-08-21';'02:00';'15.1';'°C';'2021-08-21 02:10:08'
4905,'11240';'Graz/Flughafen';'340';'2021-08-21';'03:00';'14.1';'°C';'2021-08-21 03:10:10'
4906,'11240';'Graz/Flughafen';'340';'2021-08-21';'04:00';'14.1';'°C';'2021-08-21 04:10:11'
4907,'11240';'Graz/Flughafen';'340';'2021-08-21';'05:00';'13.9';'°C';'2021-08-21 05:10:09'
4908,'11240';'Graz/Flughafen';'340';'2021-08-21';'06:00';'13.6';'°C';'2021-08-21 06:10:13'
4909,'11240';'Graz/Flughafen';'340';'2021-08-21';'07:00';'13.4';'°C';'2021-08-21 07:10:09'
4910,'11240';'Graz/Flughafen';'340';'2021-08-21';'08:00';'16.9';'°C';'2021-08-21 08:10:08'
4911,'11240';'Graz/Flughafen';'340';'2021-08-21';'09:00';'19.4';'°C';'2021-08-21 09:10:09'
4912,'11240';'Graz/Flughafen';'340';'2021-08-21';'10:00';'22.4';'°C';'2021-08-21 10:10:11'
4913,'11240';'Graz/Flughafen';'340';'2021-08-21';'11:00';'23.5';'°C';'2021-08-21 11:10:16'
4914,'11240';'Graz/Flughafen';'340';'2021-08-21';'12:00';'24.0';'°C';'2021-08-21 12:10:12'
4915,'11240';'Graz/Flughafen';'340';'2021-08-21';'13:00';'24.9';'°C';'2021-08-21 13:10:10'
4916,'11240';'Graz/Flughafen';'340';'2021-08-21';'14:00';'25.9';'°C';'2021-08-21 14:10:12'
4917,'11240';'Graz/Flughafen';'340';'2021-08-21';'15:00';'26.6';'°C';'2021-08-21 15:10:11'
4918,'11240';'Graz/Flughafen';'340';'2021-08-21';'16:00';'26.6';'°C';'2021-08-21 16:10:09'
4919,'11240';'Graz/Flughafen';'340';'2021-08-21';'17:00';'26.7';'°C';'2021-08-21 17:10:09'
4920,'11240';'Graz/Flughafen';'340';'2021-08-21';'18:00';'26.4';'°C';'2021-08-21 18:10:12'
4921,'11240';'Graz/Flughafen';'340';'2021-08-21';'19:00';'24.5';'°C';'2021-08-21 19:10:12'
4922,'11240';'Graz/Flughafen';'340';'2021-08-21';'20:00';'22.9';'°C';'2021-08-21 20:10:13'
4923,'11240';'Graz/Flughafen';'340';'2021-08-21';'21:00';'21.9';'°C';'2021-08-21 21:10:10'
4924,'11240';'Graz/Flughafen';'340';'2021-08-21';'22:00';'21.1';'°C';'2021-08-21 22:10:10'
4925,'11240';'Graz/Flughafen';'340';'2021-08-21';'23:00';'18.8';'°C';'2021-08-21 23:10:09'
4926,'11240';'Graz/Flughafen';'340';'2021-08-22';'00:00';'17.8';'°C';'2021-08-22 00:10:11'
4927,'11240';'Graz/Flughafen';'340';'2021-08-22';'01:00';'17.8';'°C';'2021-08-22 01:10:09'
4928,'11240';'Graz/Flughafen';'340';'2021-08-22';'02:00';'16.5';'°C';'2021-08-22 02:10:08'
4929,'11240';'Graz/Flughafen';'340';'2021-08-22';'03:00';'15.1';'°C';'2021-08-22 03:10:08'
4930,'11240';'Graz/Flughafen';'340';'2021-08-22';'04:00';'15.0';'°C';'2021-08-22 04:10:10'
4931,'11240';'Graz/Flughafen';'340';'2021-08-22';'05:00';'14.9';'°C';'2021-08-22 05:10:10'
4932,'11240';'Graz/Flughafen';'340';'2021-08-22';'06:00';'14.6';'°C';'2021-08-22 06:10:09'
4933,'11240';'Graz/Flughafen';'340';'2021-08-22';'07:00';'14.5';'°C';'2021-08-22 07:10:11'
4934,'11240';'Graz/Flughafen';'340';'2021-08-22';'08:00';'17.1';'°C';'2021-08-22 08:10:09'
4935,'11240';'Graz/Flughafen';'340';'2021-08-22';'09:00';'19.9';'°C';'2021-08-22 09:10:09'
4936,'11240';'Graz/Flughafen';'340';'2021-08-22';'10:00';'22.3';'°C';'2021-08-22 10:10:08'
4937,'11240';'Graz/Flughafen';'340';'2021-08-22';'11:00';'24.4';'°C';'2021-08-22 11:10:09'
4938,'11240';'Graz/Flughafen';'340';'2021-08-22';'12:00';'25.5';'°C';'2021-08-22 12:10:11'
4939,'11240';'Graz/Flughafen';'340';'2021-08-22';'13:00';'26.9';'°C';'2021-08-22 13:10:09'
4940,'11240';'Graz/Flughafen';'340';'2021-08-22';'14:00';'27.6';'°C';'2021-08-22 14:10:10'
4941,'11240';'Graz/Flughafen';'340';'2021-08-22';'15:00';'27.2';'°C';'2021-08-22 15:10:17'
4942,'11240';'Graz/Flughafen';'340';'2021-08-22';'16:00';'27.3';'°C';'2021-08-22 16:10:16'
4943,'11240';'Graz/Flughafen';'340';'2021-08-22';'17:00';'24.2';'°C';'2021-08-22 17:10:08'
4944,'11240';'Graz/Flughafen';'340';'2021-08-22';'18:00';'22.6';'°C';'2021-08-22 18:10:08'
4945,'11240';'Graz/Flughafen';'340';'2021-08-22';'19:00';'20.0';'°C';'2021-08-22 19:10:10'
4946,'11240';'Graz/Flughafen';'340';'2021-08-22';'20:00';'19.0';'°C';'2021-08-22 20:10:09'
4947,'11240';'Graz/Flughafen';'340';'2021-08-22';'21:00';'18.9';'°C';'2021-08-22 21:10:09'
4948,'11240';'Graz/Flughafen';'340';'2021-08-22';'22:00';'18.6';'°C';'2021-08-22 22:10:09'
4949,'11240';'Graz/Flughafen';'340';'2021-08-22';'23:00';'18.4';'°C';'2021-08-22 23:10:09'
4950,'11240';'Graz/Flughafen';'340';'2021-08-23';'00:00';'18.5';'°C';'2021-08-23 00:10:19'
4951,'11240';'Graz/Flughafen';'340';'2021-08-23';'01:00';'18.3';'°C';'2021-08-23 01:10:10'
4952,'11240';'Graz/Flughafen';'340';'2021-08-23';'02:00';'18.6';'°C';'2021-08-23 02:10:08'
4953,'11240';'Graz/Flughafen';'340';'2021-08-23';'03:00';'16.2';'°C';'2021-08-23 03:10:13'
4954,'11240';'Graz/Flughafen';'340';'2021-08-23';'04:00';'15.6';'°C';'2021-08-23 04:10:08'
4955,'11240';'Graz/Flughafen';'340';'2021-08-23';'05:00';'15.6';'°C';'2021-08-23 05:10:11'
4956,'11240';'Graz/Flughafen';'340';'2021-08-23';'06:00';'15.9';'°C';'2021-08-23 06:10:11'
4957,'11240';'Graz/Flughafen';'340';'2021-08-23';'07:00';'16.0';'°C';'2021-08-23 07:10:08'
4958,'11240';'Graz/Flughafen';'340';'2021-08-23';'08:00';'16.2';'°C';'2021-08-23 08:10:11'
4959,'11240';'Graz/Flughafen';'340';'2021-08-23';'09:00';'16.6';'°C';'2021-08-23 09:10:09'
4960,'11240';'Graz/Flughafen';'340';'2021-08-23';'10:00';'17.4';'°C';'2021-08-23 10:10:10'
4961,'11240';'Graz/Flughafen';'340';'2021-08-23';'11:00';'18.3';'°C';'2021-08-23 11:10:10'
4962,'11240';'Graz/Flughafen';'340';'2021-08-23';'12:00';'18.1';'°C';'2021-08-23 12:10:09'
4963,'11240';'Graz/Flughafen';'340';'2021-08-23';'13:00';'17.8';'°C';'2021-08-23 13:10:15'
4964,'11240';'Graz/Flughafen';'340';'2021-08-23';'14:00';'18.2';'°C';'2021-08-23 14:10:10'
4965,'11240';'Graz/Flughafen';'340';'2021-08-23';'15:00';'19.1';'°C';'2021-08-23 15:10:11'
4966,'11240';'Graz/Flughafen';'340';'2021-08-23';'16:00';'19.7';'°C';'2021-08-23 16:10:12'
4967,'11240';'Graz/Flughafen';'340';'2021-08-23';'17:00';'20.1';'°C';'2021-08-23 17:10:13'
4968,'11240';'Graz/Flughafen';'340';'2021-08-23';'18:00';'19.4';'°C';'2021-08-23 18:10:10'
4969,'11240';'Graz/Flughafen';'340';'2021-08-23';'19:00';'18.7';'°C';'2021-08-23 19:10:10'
4970,'11240';'Graz/Flughafen';'340';'2021-08-23';'20:00';'17.0';'°C';'2021-08-23 20:10:09'
4971,'11240';'Graz/Flughafen';'340';'2021-08-23';'21:00';'16.3';'°C';'2021-08-23 21:10:09'
4972,'11240';'Graz/Flughafen';'340';'2021-08-23';'22:00';'15.9';'°C';'2021-08-23 22:10:16'
4973,'11240';'Graz/Flughafen';'340';'2021-08-23';'23:00';'14.9';'°C';'2021-08-23 23:10:12'
4974,'11240';'Graz/Flughafen';'340';'2021-08-24';'00:00';'13.8';'°C';'2021-08-24 00:10:09'
4975,'11240';'Graz/Flughafen';'340';'2021-08-24';'01:00';'14.0';'°C';'2021-08-24 01:10:10'
4976,'11240';'Graz/Flughafen';'340';'2021-08-24';'02:00';'13.9';'°C';'2021-08-24 02:10:12'
4977,'11240';'Graz/Flughafen';'340';'2021-08-24';'03:00';'12.8';'°C';'2021-08-24 03:10:14'
4978,'11240';'Graz/Flughafen';'340';'2021-08-24';'04:00';'13.5';'°C';'2021-08-24 04:10:13'
4979,'11240';'Graz/Flughafen';'340';'2021-08-24';'05:00';'13.5';'°C';'2021-08-24 05:10:13'
4980,'11240';'Graz/Flughafen';'340';'2021-08-24';'06:00';'12.7';'°C';'2021-08-24 06:10:13'
4981,'11240';'Graz/Flughafen';'340';'2021-08-24';'07:00';'13.4';'°C';'2021-08-24 07:10:09'
4982,'11240';'Graz/Flughafen';'340';'2021-08-24';'08:00';'14.2';'°C';'2021-08-24 08:10:08'
4983,'11240';'Graz/Flughafen';'340';'2021-08-24';'09:00';'15.2';'°C';'2021-08-24 09:10:08'
4984,'11240';'Graz/Flughafen';'340';'2021-08-24';'10:00';'16.8';'°C';'2021-08-24 10:10:09'
